take_label,group_label,source_path,target_rigid_body,frame_count,distance_mm_count,distance_mm_mean,distance_mm_median,distance_mm_p95,distance_mm_max,angle_x_deg_count,angle_x_deg_mean,angle_x_deg_median,angle_x_deg_p95,angle_x_deg_max,angle_y_deg_count,angle_y_deg_mean,angle_y_deg_median,angle_y_deg_p95,angle_y_deg_max,angle_z_deg_count,angle_z_deg_mean,angle_z_deg_median,angle_z_deg_p95,angle_z_deg_max
center | markers_4 | all_cameras | no_cover | take1,center | markers_4 | all_cameras | no_cover,/home/yijiangh/ros2_ws/src/husky-assembly-teleop/data/mocap_experiments/20260311/default_session/takes/20260311_142337_center--markers_4--all_cameras--no_cover--take1.json,/a200_0806,1201,1201,0.010963771706888356,0.010696066194173962,0.018980484674724327,0.03322151186738583,1201,0.0015561728967582907,0.0014402146666665987,0.003091426424791443,0.00591983885816683,1201,0.0024307422820524565,0.002349290951073673,0.0044952672714549105,0.006929057075597983,1201,0.00238659350260336,0.0023007820066464316,0.004419758329476309,0.0067564923960736975
