take_index,dx_mm,dy_mm,dz_mm,dpos_norm_mm,droll_deg,dpitch_deg,dyaw_deg,angle_diff_deg
1,0.014066696,0.045835972,0.124394894,0.133315032,0.001853763,-0.008057525,-0.003191861,0.008862691
